a	a	fullmatch
a	b	fullmatch
ab	ab	fullmatch
ab	a	fullmatch
ab	abc	fullmatch
a	abc	match
a	bcd	match
ab	abc	match
ab	bcd	match
.	a	fullmatch
.		fullmatch
.	ab	fullmatch
.+	abc	fullmatch
[a-z]	a	fullmatch
[a-z]	z	fullmatch
[a-z]	A	fullmatch
[abc]	b	fullmatch
[abc]	d	fullmatch
[a-z]+	hello	fullmatch
[a-z]+	Hello	fullmatch
[^a-z]	A	fullmatch
[^a-z]	a	fullmatch
[^b]	a	fullmatch
[^b]	b	fullmatch
[^A-Z]+	hello	fullmatch
[^A-Z]+	Hello	fullmatch
[^a]		fullmatch
[^a]	bc	fullmatch
[^a]	bb	fullmatch
[^b]+		fullmatch
a*		fullmatch
a*	aaa	fullmatch
a*	b	fullmatch
a+		fullmatch
a+	a	fullmatch
a+	aaa	fullmatch
((((((a+)+)+)+)+)+)+	a	fullmatch
((((((a+)+)+)+)+)+)+	b	fullmatch
((((((a+)+)+)+)+)+)+	aab	match
((((((a+)+)+)+)+)+)+	bab	search
(a+)*		fullmatch
(a+)*	a	fullmatch
(a+)*	aaa	fullmatch
(a+)*	b	fullmatch
(a+)*	ab	match
(a+)*	bab	search
(a*)+		fullmatch
(a*)+	a	fullmatch
(a*)+	aaa	fullmatch
(a*)+	b	fullmatch
(a*)+	ab	match
(a*)+	bab	search
(a+b+)+		fullmatch
(a+b+)+	ab	fullmatch
(a+b+)+	aabb	fullmatch
(a+b+)+	abab	fullmatch
(a+b+)+	a	fullmatch
(a+b+)+	ba	fullmatch
(a+b+)+	abx	match
(a+b+)+	xab	search
(a+|b+)+		fullmatch
(a+|b+)+	a	fullmatch
(a+|b+)+	b	fullmatch
(a+|b+)+	aabb	fullmatch
(a+|b+)+	abba	fullmatch
(a+|b+)+	c	fullmatch
(a+|b+)+	ac	match
(a+|b+)+	cab	search
a?		fullmatch
a?	a	fullmatch
a?	aa	fullmatch
a{2,4}	a	fullmatch
a{2,4}	aa	fullmatch
a{2,4}	aaaa	fullmatch
a{2,4}	aaaaa	fullmatch
a{3}	aaa	fullmatch
a{3}	aa	fullmatch
a{0}		fullmatch
a{0}	a	fullmatch
a{1}	a	fullmatch
a{1}	aa	fullmatch
a{0,1}		fullmatch
a{0,1}	a	fullmatch
a{0,1}	aa	fullmatch
(ab){2}	abab	fullmatch
(ab){2}	ab	fullmatch
(ab){2}	ababab	fullmatch
(ab){2,3}	abab	fullmatch
(ab){2,3}	ababab	fullmatch
(ab){2,3}	ab	fullmatch
(ab){2,3}	abababab	fullmatch
[a-z0-9.\-]{1,10}	test-str-1	fullmatch
[a-z0-9.\-]{1,10}	test-str!	fullmatch
[a-z0-9.\-]{1,10}		fullmatch
[a-z0-9.\-]{1,10}	0123456789a	fullmatch
a{2}	xaax	search
a{2}	xa	search
(ab){2}	xababx	search
(ab){2}	xabx	search
^a{3}$	aaa	fullmatch
^a{3}$	aa	fullmatch
^a{3}$	aaaa	fullmatch
^a{2,4}$	a	fullmatch
^a{2,4}$	aa	fullmatch
^a{2,4}$	aaaa	fullmatch
^a{2,4}$	aaaaa	fullmatch
^a{3}$	aaa	match
^a{3}$	aaab	match
a{3}	aaab	match
a|b	a	fullmatch
a|b	b	fullmatch
a|b	c	fullmatch
a|b|c	c	fullmatch
a|b|c	d	fullmatch
(ab)+	ab	fullmatch
(ab)+	abab	fullmatch
(ab)+	aba	fullmatch
(a|b)+	abba	fullmatch
(a|b)+	abbc	fullmatch
^a	a	fullmatch
^a	ba	fullmatch
a$	a	fullmatch
a$	ab	fullmatch
^a$	a	fullmatch
^a$	ab	fullmatch
^a$	ba	fullmatch
^a	a	match
^a	ab	match
^a	ba	match
^a$	a	match
^a$	ab	match
^$		fullmatch
^$	a	fullmatch
^$		match
^$	a	match
^$		search
^$	a	search
		fullmatch
	a	fullmatch
a	xax	search
a	xyz	search
^a$	a	search
^a$	xa	search
^a$	ax	search
^a	abc	search
^a	xabc	search
^a	a	search
a$	ba	search
a$	ab	search
a$	xyzba	search
a$	xyzbax	search
^a|b$	a	fullmatch
^a|b$	b	fullmatch
^a|b$	ab	fullmatch
^a|b$	a	match
^a|b$	b	match
^a|b$	ab	match
^a|b$	xb	match
^a|b$	axyz	search
^a|b$	xyzb	search
^a|b$	xyzc	search
^a|b$	axyzb	search
^(a|b)$	a	fullmatch
^(a|b)$	b	fullmatch
^(a|b)$	ab	fullmatch
^(a|b)$	a	match
^(a|b)$	b	match
^(a|b)$	ab	match
^(a|b)$	a	search
^(a|b)$	ab	search
(^a$)|(^b$)	a	fullmatch
(^a$)|(^b$)	b	fullmatch
(^a$)|(^b$)	c	fullmatch
^a$|^$b	a	fullmatch
^a$|^$b		fullmatch
a$.*	a	fullmatch
a$.*	ab	fullmatch
a$.*	a	match
a$.*	ab	match
a$.*	ba	search
a$.*	ab	search
a$b*	a	fullmatch
a$b*	ab	fullmatch
a$b?	a	fullmatch
a$b?	ab	fullmatch
a$.+	a	match
a$.+	ab	match
a$b+	a	fullmatch
a$b+	ab	fullmatch
a$$	a	match
a$$	ab	match
a$	a	match
a$	ab	match
a$	ba	match
a$	aab	match
a.*$	axyz	match
a.*$	a	match
a.*$	b	match
a.*b	axyzb	match
a.*b	ab	match
a.*b	axyz	match
a.*b	baxyzb	match
ab$.*	ab	fullmatch
ab$.*	abc	fullmatch
ab$.*	ab	match
ab$.*	abc	match
ab$.*	xab	search
ab$.*	xabc	search
[a-z]$.*	a	fullmatch
[a-z]$.*	ab	fullmatch
[a-z]$.*	xa	search
[a-z]$.*	xa1	search
(ab)$.*	ab	fullmatch
(ab)$.*	abc	fullmatch
(ab)$.*	ab	match
.*^a	a	match
.*^a	ab	match
.*^a	ba	match
.*^a	a	search
.*^a	ba	search
.*^a	xa	search
a?(^b)	b	fullmatch
a?(^b)	ab	fullmatch
a?(^b)	b	match
a?(^b)	ba	match
a?(^b)	ab	match
a?(^b)	b	search
a?(^b)	xb	search
a?(^b)	ab	search
a?(^b)	xab	search
a?(^b)	ba	search
a?(^b)	bx	search
^?(^b)	b	search
^?(^b)	xb	search
^?(^b)	ab	search
a?^b	b	fullmatch
a?^b	a	fullmatch
a?^b	ab	fullmatch
a?^b	b	match
a?^b	ba	match
a?^b	ab	match
a?^b?		fullmatch
a?^b?	b	fullmatch
a?^b?	a	fullmatch
a?^b?	ab	fullmatch
a?^b?		match
a?^b?	b	match
a?^b?	a	match
a$b	ab	match
(^a)*		fullmatch
(^a)*	a	fullmatch
(^a)*	aa	fullmatch
(^a)*	a	match
(^a)*	aa	match
(a$)*		fullmatch
(a$)*	a	fullmatch
(a$)*	aa	fullmatch
(a$)*	a	match
(a$)*	ab	match
(^a$)*		fullmatch
(^a$)*	a	fullmatch
(^a$)*	aa	fullmatch
(^a){2}	aa	fullmatch
(^a){2}	a	fullmatch
(a$){2}	aa	fullmatch
(a$){2}	a	fullmatch
(^a){0,2}		fullmatch
(^a){0,2}	a	fullmatch
(^a){0,2}	aa	fullmatch
(a$){0,2}		fullmatch
(a$){0,2}	a	fullmatch
(a$){0,2}	aa	fullmatch
(^a){1,2}	a	fullmatch
(^a){1,2}	aa	fullmatch
(a$){1,2}	a	fullmatch
(a$){1,2}	aa	fullmatch
(a?)*		fullmatch
(a?)*	a	fullmatch
(a?)*	aaa	fullmatch
(^a?)*		fullmatch
(^a?)*	a	fullmatch
(^a?)*	aa	fullmatch
(a?$)*		fullmatch
(a?$)*	a	fullmatch
(a?$)*	aa	fullmatch
(a?){0,2}		fullmatch
(a?){0,2}	a	fullmatch
(a?){0,2}	aa	fullmatch
(a?){0,2}	aaa	fullmatch
(^a?){0,2}		fullmatch
(^a?){0,2}	a	fullmatch
(^a?){0,2}	aa	fullmatch
(a?$){0,2}		fullmatch
(a?$){0,2}	a	fullmatch
(a?$){0,2}	aa	fullmatch
x(^a)	xa	fullmatch
x(^a)	a	fullmatch
x(^a|b)	xb	fullmatch
x(^a|b)	xa	fullmatch
(a$)b	ab	fullmatch
(a$)(b)	ab	fullmatch
(a$)b	ab	match
(a$|b)c	ac	fullmatch
(a$|b)c	bc	fullmatch
(a$|b)c	abc	fullmatch
(a|b$)c	ac	fullmatch
(a|b$)c	bc	fullmatch
(^a)(^b)	ab	fullmatch
(^a)(^b)	a	fullmatch
(a$)(b$)	ab	fullmatch
(a$)(b$)	a	fullmatch
(^|$)c	c	fullmatch
(^|$)c	xc	fullmatch
a(^|$)b	ab	fullmatch
c(^a|b$)d	cad	fullmatch
c(^a|b$)d	cbd	fullmatch
c(^a|b$)d	ccd	fullmatch
(^a|b$)(^c|d$)	ac	fullmatch
(^a|b$)(^c|d$)	bd	fullmatch
(^a|b$)(^c|d$)	bc	fullmatch
(^a)(b)	ab	search
(^a)(b)	xab	search
(a)(b$)	ab	search
(a)(b$)	abx	search
(^a)(b$)	ab	search
(^a)(b$)	xab	search
(^a)(b$)	abx	search
(a$|b)c	bc	match
(a$|b)c	bcd	match
a?$b?		fullmatch
a?$b?	a	fullmatch
a?$b?	b	fullmatch
a?$b?	ab	fullmatch
a?$b?		match
a?$b?	a	match
a?$b?	b	match
a?$b?	ab	match
a?$b?	a	search
a?$b?	b	search
a?$b?	xb	search
a?$b?	ab	search
(a?$)b?		fullmatch
(a?$)b?	a	fullmatch
(a?$)b?	ab	fullmatch
(a?$)b?	b	fullmatch
abc	abc	fullmatch
abc	ab	fullmatch
abc	abcd	fullmatch
abc	ABC	fullmatch
abc	abc	match
abc	abcd	match
abc	xabc	match
abc	xabc	search
abc	xabcx	search
abc	xabx	search
abc|def	abc	fullmatch
abc|def	def	fullmatch
abc|def	abcdef	fullmatch
abc|def	abd	fullmatch
abc|def	xdef	search
abc|def	xabx	search
(abc)+	abc	fullmatch
(abc)+	abcabc	fullmatch
(abc)+	abcab	fullmatch
(abc){2}	abcabc	fullmatch
(abc){2}	abc	fullmatch
(abc){2}	abcabcabc	fullmatch
(abc){1,3}	abc	fullmatch
(abc){1,3}	abcabcabc	fullmatch
(abc){1,3}	abcabcabcabc	fullmatch
(ab|cd)+	abcd	fullmatch
(ab|cd)+	cdab	fullmatch
(ab|cd)+	abce	fullmatch
(ab|cd)+	xabcdy	search
(ab|cd)+	xacx	search
[a-z][0-9]	a1	fullmatch
[a-z][0-9]	a12	fullmatch
[a-z][0-9]	11	fullmatch
[a-z][0-9]+	a123	fullmatch
[a-z][0-9]+	a	fullmatch
[a-z]{2}[0-9]{2}	ab12	fullmatch
[a-z]{2}[0-9]{2}	a12	fullmatch
[a-z]{2}[0-9]{2}	ab1	fullmatch
[a-z]{2}[0-9]{2}	xab12y	search
[a-z]{2}[0-9]{2}	xab1y	search
^abc$	abc	fullmatch
^abc$	xabc	fullmatch
^abc$	abcx	fullmatch
^abc	abcxyz	search
^abc	xabc	search
abc$	xyzabc	search
abc$	abcx	search
^abc$	abc	search
^abc$	xabc	search
^abc$	abcx	search
abc.*def	abcdef	fullmatch
abc.*def	abcXXdef	fullmatch
abc.*def	abcdef	search
abc.*def	xabcXXdefy	search
abc.*def	abcXXdeg	fullmatch
abc.+def	abcdef	fullmatch
abc.+def	abcXdef	fullmatch
ab	ababab	search
ab	bbbabb	search
ab	aabb	search
ab	ba	search
abc	aabbc	search
abc	aabcbc	search
a:b	a:b	fullmatch
a:b	ab	fullmatch
a:b	a:b:c	fullmatch
a:b	a:b	match
a:b	a:bc	match
a:b	xa:b	match
a:b	xa:by	search
a:b	xaby	search
[a-z]+:[0-9]+	foo:42	fullmatch
[a-z]+:[0-9]+	foo42	fullmatch
[a-z]+:[0-9]+	foo:42	match
[a-z]+:[0-9]+	foo:42x	match
[a-z]+:[0-9]+	foo:42	search
[a-z]+:[0-9]+	xfoo:42y	search
(a:b)+	a:b	fullmatch
(a:b)+	a:ba:b	fullmatch
(a:b)+	a:ba:	fullmatch
(a:b)+	a:b	match
(a:b)+	a:bx	match
^[a-z]+:[0-9]+$	foo:42	fullmatch
^[a-z]+:[0-9]+$	foo:42	match
^[a-z]+:[0-9]+$	foo:42x	match
^[a-z]+:[0-9]+$	foo:42	search
^[a-z]+:[0-9]+$	xfoo:42	search
a\.b	a.b	fullmatch
a\.b	axb	fullmatch
a\.b	a.b	match
a\.b	a.bc	match
a\.b	a.b	search
a\.b	xaxbx	search
a\+b	a+b	fullmatch
a\+b	ab	fullmatch
a\+b	a+b	match
a\+b	a+bc	match
a\*b	a*b	fullmatch
a\*b	aab	fullmatch
a\*b	a*b	match
a\?b	a?b	fullmatch
a\?b	ab	fullmatch
a\?b	a?b	match
a\(b\)	a(b)	fullmatch
a\(b\)	ab	fullmatch
a\(b\)	a(b)	match
a\[b\]	a[b]	fullmatch
a\[b\]	ab	fullmatch
a\[b\]	a[b]	match
a\\b	a\b	fullmatch
a\\b	ab	fullmatch
a\\b	a\b	match
a\\b	a\bc	match
a\\b	xa\by	search
a\\b	xaby	search
[\.-z]+	abc	fullmatch
[\.-z]+	ABC	fullmatch
[\.-z]+	-	fullmatch
[\.-z]+	.	fullmatch
[\.-z]+	abc	search
\w+:\d+\.\d+	foo:3.14	fullmatch
\w+:\d+\.\d+	foo:3x14	fullmatch
\w+:\d+\.\d+	foo:3.14	match
\w+:\d+\.\d+	foo:3.14x	match
\w+:\d+\.\d+	xfoo:3.14y	search
\w+:\d+\.\d+	xfoo:3x14y	search
x{100,2}	x	fullmatch
(abc	abc	fullmatch
a**	a	fullmatch
a(?=b)	ab	match
a(?!b)	ac	match
(?<=a)b	ab	match
(?<!a)b	cb	match
a*?	aaa	fullmatch
a*?		fullmatch
a+?	a	fullmatch
a+?	aaa	fullmatch
a??		fullmatch
a??	a	fullmatch
a*?b	aaab	search
a+?b	ab	search
\d	5	fullmatch
\d	a	fullmatch
\d+	123	fullmatch
\d+	12a	fullmatch
\D	a	fullmatch
\D	5	fullmatch
\w	a	fullmatch
\w	!	fullmatch
\w+	hello	fullmatch
\W	!	fullmatch
\W	a	fullmatch
\s	 	fullmatch
\s	a	fullmatch
\S	a	fullmatch
\S	 	fullmatch
\d+\s\w+	42 abc	fullmatch
\bcat\b	cat	search
\bcat\b	cats	search
\bcat\b	the cat now	search
\bcat\b	concatenate	search
\Bcat\B	concatenate	search
\Aa	abc	search
\Aa	xabc	search
a\Z	ba	search
a\Z	ab	search
\Aa\Z	a	fullmatch
\Aa\Z	ab	fullmatch
(?:ab)+	abab	fullmatch
(?:ab)+	ab	fullmatch
(?:a|b)+	abba	fullmatch
x(?:a|b)y	xay	fullmatch
x(?:a|b)y	xcy	fullmatch
(?P<x>a)	a	fullmatch
(?P<x>a)	b	fullmatch
(?P<x>a)(?P<y>b)	ab	fullmatch
(?i)hello	HELLO	fullmatch
(?i)hello	Hello	fullmatch
(?i)hello	world	fullmatch
(?i)[a-z]+	ABC	fullmatch
(?s)a.b	axb	fullmatch
(?m)^a	a	search
(a)\1	aa	fullmatch
(a)\1	ab	fullmatch
(a|b)\1	aa	fullmatch
(a|b)\1	bb	fullmatch
(a|b)\1	ab	fullmatch
(.)\1	aa	fullmatch
(.)\1	ab	fullmatch
